timestamp,nombre,propiedad,dato
2025-02-12 16:26:41,Humedad Suelo,humedad,0.0
2025-02-12 16:26:41,Temperatura Interior,temperatura,26.5
2025-02-12 16:26:41,Humedad Interior,humedad,55.0
2025-02-12 16:26:44,Temperatura Interior,temperatura,26.4
2025-02-12 16:26:44,Humedad Interior,humedad,55.0
2025-02-12 16:26:47,Temperatura Exterior,temperatura,25.4
2025-02-12 16:26:47,Humedad Exterior,humedad,51.5
2025-02-12 16:26:47,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:26:47,Humedad de Suelo,humedad,0.0
2025-02-12 16:26:47,Temperatura Agua,temperatura,24.4375
2025-02-12 16:26:47,Humedad Agua,humedad,0.0
2025-02-12 16:26:47,Temperatura Suelo,temperatura,14.26374
2025-02-12 16:26:47,Humedad Suelo,humedad,0.0
2025-02-12 16:26:47,Temperatura Interior,temperatura,26.4
2025-02-12 16:26:47,Humedad Interior,humedad,54.0
2025-02-12 16:27:03,Temperatura Interior,temperatura,26.5
2025-02-12 16:27:03,Humedad Interior,humedad,55.0
2025-02-12 16:27:06,Temperatura Exterior,temperatura,25.4
2025-02-12 16:27:06,Humedad Exterior,humedad,51.6
2025-02-12 16:27:06,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:27:06,Humedad de Suelo,humedad,0.0
2025-02-12 16:27:06,Temperatura Agua,temperatura,24.4375
2025-02-12 16:27:06,Humedad Agua,humedad,0.0
2025-02-12 16:27:06,Temperatura Suelo,temperatura,15.71429
2025-02-12 16:27:06,Humedad Suelo,humedad,0.0
2025-02-12 16:27:06,Temperatura Interior,temperatura,26.5
2025-02-12 16:27:06,Humedad Interior,humedad,54.0
2025-02-12 16:27:07,Temperatura Interior,temperatura,26.5
2025-02-12 16:27:07,Humedad Interior,humedad,55.0
2025-02-12 16:27:08,Temperatura Interior,temperatura,26.4
2025-02-12 16:27:08,Humedad Interior,humedad,55.0
2025-02-12 16:27:11,Temperatura Exterior,temperatura,25.4
2025-02-12 16:27:11,Humedad Exterior,humedad,51.7
2025-02-12 16:27:11,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:27:11,Humedad de Suelo,humedad,0.0
2025-02-12 16:27:11,Temperatura Agua,temperatura,24.4375
2025-02-12 16:27:11,Humedad Agua,humedad,0.0
2025-02-12 16:27:11,Temperatura Suelo,temperatura,16.27839
2025-02-12 16:27:11,Humedad Suelo,humedad,0.0
2025-02-12 16:27:11,Temperatura Interior,temperatura,26.4
2025-02-12 16:27:11,Humedad Interior,humedad,55.0
2025-02-12 16:27:14,Temperatura Interior,temperatura,26.5
2025-02-12 16:27:14,Humedad Interior,humedad,55.0
2025-02-12 16:27:17,Temperatura Exterior,temperatura,25.4
2025-02-12 16:27:17,Humedad Exterior,humedad,51.8
2025-02-12 16:27:17,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:27:17,Humedad de Suelo,humedad,0.0
2025-02-12 16:27:17,Temperatura Agua,temperatura,24.4375
2025-02-12 16:27:17,Humedad Agua,humedad,0.0
2025-02-12 16:27:17,Temperatura Suelo,temperatura,15.6337
2025-02-12 16:27:17,Humedad Suelo,humedad,0.0
2025-02-12 16:27:17,Temperatura Interior,temperatura,26.4
2025-02-12 16:27:17,Humedad Interior,humedad,55.0
2025-02-12 16:27:20,Temperatura Interior,temperatura,26.5
2025-02-12 16:27:20,Humedad Interior,humedad,55.0
2025-02-12 16:27:22,Temperatura Exterior,temperatura,25.4
2025-02-12 16:27:22,Humedad Exterior,humedad,51.9
2025-02-12 16:27:22,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:27:22,Humedad de Suelo,humedad,0.0
2025-02-12 16:27:22,Temperatura Agua,temperatura,24.4375
2025-02-12 16:27:22,Humedad Agua,humedad,0.0
2025-02-12 16:27:22,Temperatura Suelo,temperatura,15.95604
2025-02-12 16:27:22,Humedad Suelo,humedad,0.0
2025-02-12 16:27:22,Temperatura Interior,temperatura,26.5
2025-02-12 16:27:22,Humedad Interior,humedad,55.0
2025-02-12 16:27:25,Temperatura Interior,temperatura,26.5
2025-02-12 16:27:25,Humedad Interior,humedad,55.0
2025-02-12 16:27:28,Temperatura Interior,temperatura,26.5
2025-02-12 16:27:28,Humedad Interior,humedad,55.0
2025-02-12 16:27:31,Temperatura Interior,temperatura,26.5
2025-02-12 16:27:31,Humedad Interior,humedad,55.0
2025-02-12 16:27:33,Temperatura Interior,temperatura,26.4
2025-02-12 16:27:33,Humedad Interior,humedad,55.0
2025-02-12 16:27:38,Temperatura Exterior,temperatura,25.4
2025-02-12 16:27:38,Humedad Exterior,humedad,52.0
2025-02-12 16:27:38,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:27:38,Humedad de Suelo,humedad,0.0
2025-02-12 16:27:38,Temperatura Agua,temperatura,24.375
2025-02-12 16:27:38,Humedad Agua,humedad,0.0
2025-02-12 16:27:38,Temperatura Suelo,temperatura,16.03663
2025-02-12 16:27:38,Humedad Suelo,humedad,0.0
2025-02-12 16:27:38,Temperatura Interior,temperatura,26.3
2025-02-12 16:27:38,Humedad Interior,humedad,55.0
2025-02-12 16:27:42,Temperatura Exterior,temperatura,25.4
2025-02-12 16:27:42,Humedad Exterior,humedad,52.1
2025-02-12 16:27:42,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:27:42,Humedad de Suelo,humedad,0.0
2025-02-12 16:27:42,Temperatura Agua,temperatura,24.4375
2025-02-12 16:27:42,Humedad Agua,humedad,0.0
2025-02-12 16:27:42,Temperatura Suelo,temperatura,16.35897
2025-02-12 16:27:42,Humedad Suelo,humedad,0.0
2025-02-12 16:27:42,Temperatura Interior,temperatura,26.4
2025-02-12 16:27:42,Humedad Interior,humedad,55.0
2025-02-12 16:27:45,Temperatura Interior,temperatura,26.5
2025-02-12 16:27:45,Humedad Interior,humedad,55.0
2025-02-12 16:27:48,Temperatura Exterior,temperatura,25.4
2025-02-12 16:27:48,Humedad Exterior,humedad,52.1
2025-02-12 16:27:48,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:27:48,Humedad de Suelo,humedad,0.0
2025-02-12 16:27:48,Temperatura Agua,temperatura,24.4375
2025-02-12 16:27:48,Humedad Agua,humedad,0.0
2025-02-12 16:27:48,Temperatura Suelo,temperatura,15.87546
2025-02-12 16:27:48,Humedad Suelo,humedad,0.0
2025-02-12 16:27:48,Temperatura Interior,temperatura,26.5
2025-02-12 16:27:48,Humedad Interior,humedad,55.0
2025-02-12 16:27:50,Temperatura Interior,temperatura,26.3
2025-02-12 16:27:50,Humedad Interior,humedad,55.0
2025-02-12 16:27:53,Temperatura Exterior,temperatura,25.4
2025-02-12 16:27:53,Humedad Exterior,humedad,52.2
2025-02-12 16:27:53,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:27:53,Humedad de Suelo,humedad,0.0
2025-02-12 16:27:53,Temperatura Agua,temperatura,24.375
2025-02-12 16:27:53,Humedad Agua,humedad,0.0
2025-02-12 16:27:53,Temperatura Suelo,temperatura,16.1978
2025-02-12 16:27:53,Humedad Suelo,humedad,0.0
2025-02-12 16:27:53,Temperatura Interior,temperatura,26.4
2025-02-12 16:27:53,Humedad Interior,humedad,55.0
2025-02-12 16:28:18,Temperatura Exterior,temperatura,25.4
2025-02-12 16:28:18,Humedad Exterior,humedad,52.3
2025-02-12 16:28:18,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:28:18,Humedad de Suelo,humedad,0.0
2025-02-12 16:28:18,Temperatura Agua,temperatura,24.4375
2025-02-12 16:28:18,Humedad Agua,humedad,0.0
2025-02-12 16:28:18,Temperatura Suelo,temperatura,15.87546
2025-02-12 16:28:18,Humedad Suelo,humedad,0.0
2025-02-12 16:28:18,Temperatura Interior,temperatura,26.4
2025-02-12 16:28:18,Humedad Interior,humedad,55.0
2025-02-12 16:28:23,Temperatura Interior,temperatura,26.3
2025-02-12 16:28:23,Humedad Interior,humedad,55.0
2025-02-12 16:28:26,Temperatura Interior,temperatura,26.3
2025-02-12 16:28:26,Humedad Interior,humedad,55.0
2025-02-12 16:28:29,Temperatura Exterior,temperatura,25.4
2025-02-12 16:28:29,Humedad Exterior,humedad,52.3
2025-02-12 16:28:29,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:28:29,Humedad de Suelo,humedad,0.0
2025-02-12 16:28:29,Temperatura Agua,temperatura,24.4375
2025-02-12 16:28:29,Humedad Agua,humedad,0.0
2025-02-12 16:28:29,Temperatura Suelo,temperatura,15.6337
2025-02-12 16:28:29,Humedad Suelo,humedad,0.0
2025-02-12 16:28:29,Temperatura Interior,temperatura,26.4
2025-02-12 16:28:29,Humedad Interior,humedad,55.0
2025-02-12 16:28:32,Temperatura Interior,temperatura,26.4
2025-02-12 16:28:32,Humedad Interior,humedad,55.0
2025-02-12 16:28:38,Temperatura Exterior,temperatura,25.4
2025-02-12 16:28:38,Humedad Exterior,humedad,52.3
2025-02-12 16:28:38,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:28:38,Humedad de Suelo,humedad,0.0
2025-02-12 16:28:38,Temperatura Interior,temperatura,26.3
2025-02-12 16:28:38,Humedad Interior,humedad,55.0
2025-02-12 16:28:41,Temperatura Interior,temperatura,26.4
2025-02-12 16:28:41,Humedad Interior,humedad,55.0
2025-02-12 16:28:47,Temperatura Interior,temperatura,26.4
2025-02-12 16:28:47,Humedad Interior,humedad,55.0
2025-02-12 16:28:50,Temperatura Interior,temperatura,26.3
2025-02-12 16:28:50,Humedad Interior,humedad,55.0
2025-02-12 16:28:52,Temperatura Interior,temperatura,26.3
2025-02-12 16:28:52,Humedad Interior,humedad,55.0
2025-02-12 16:28:55,Temperatura Exterior,temperatura,25.4
2025-02-12 16:28:55,Humedad Exterior,humedad,52.5
2025-02-12 16:28:55,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:28:55,Humedad de Suelo,humedad,0.0
2025-02-12 16:28:55,Temperatura Agua,temperatura,24.5
2025-02-12 16:28:55,Humedad Agua,humedad,0.0
2025-02-12 16:28:55,Temperatura Suelo,temperatura,15.87546
2025-02-12 16:28:55,Humedad Suelo,humedad,0.0
2025-02-12 16:28:55,Temperatura Interior,temperatura,26.3
2025-02-12 16:28:55,Humedad Interior,humedad,55.0
2025-02-12 16:28:57,Temperatura Interior,temperatura,26.5
2025-02-12 16:28:57,Humedad Interior,humedad,55.0
2025-02-12 16:29:00,Temperatura Exterior,temperatura,25.4
2025-02-12 16:29:00,Humedad Exterior,humedad,52.5
2025-02-12 16:29:00,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:29:00,Humedad de Suelo,humedad,0.0
2025-02-12 16:29:00,Temperatura Agua,temperatura,24.5
2025-02-12 16:29:00,Humedad Agua,humedad,0.0
2025-02-12 16:29:00,Temperatura Suelo,temperatura,15.47253
2025-02-12 16:29:00,Humedad Suelo,humedad,0.0
2025-02-12 16:29:00,Temperatura Interior,temperatura,26.3
2025-02-12 16:29:00,Humedad Interior,humedad,55.0
2025-02-12 16:29:03,Temperatura Interior,temperatura,26.4
2025-02-12 16:29:03,Humedad Interior,humedad,55.0
2025-02-12 16:29:05,Temperatura Exterior,temperatura,25.4
2025-02-12 16:29:05,Humedad Exterior,humedad,52.5
2025-02-12 16:29:05,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:29:05,Humedad de Suelo,humedad,0.0
2025-02-12 16:29:06,Temperatura Agua,temperatura,24.5
2025-02-12 16:29:06,Humedad Agua,humedad,0.0
2025-02-12 16:29:06,Temperatura Suelo,temperatura,15.39194
2025-02-12 16:29:06,Humedad Suelo,humedad,0.0
2025-02-12 16:29:06,Temperatura Interior,temperatura,26.4
2025-02-12 16:29:06,Humedad Interior,humedad,55.0
2025-02-12 16:29:16,Temperatura Interior,temperatura,26.4
2025-02-12 16:29:16,Humedad Interior,humedad,55.0
2025-02-12 16:29:24,Temperatura Exterior,temperatura,25.4
2025-02-12 16:29:24,Humedad Exterior,humedad,52.5
2025-02-12 16:29:24,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:29:24,Humedad de Suelo,humedad,0.0
2025-02-12 16:29:24,Temperatura Agua,temperatura,24.4375
2025-02-12 16:29:24,Humedad Agua,humedad,0.0
2025-02-12 16:29:24,Temperatura Suelo,temperatura,15.71429
2025-02-12 16:29:24,Humedad Suelo,humedad,0.0
2025-02-12 16:29:24,Temperatura Interior,temperatura,26.4
2025-02-12 16:29:24,Humedad Interior,humedad,55.0
2025-02-12 16:29:28,Temperatura Interior,temperatura,26.4
2025-02-12 16:29:28,Humedad Interior,humedad,55.0
2025-02-12 16:29:30,Temperatura Exterior,temperatura,25.4
2025-02-12 16:29:30,Humedad Exterior,humedad,52.5
2025-02-12 16:29:30,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:29:30,Humedad de Suelo,humedad,0.0
2025-02-12 16:29:30,Temperatura Agua,temperatura,24.5
2025-02-12 16:29:30,Humedad Agua,humedad,0.0
2025-02-12 16:29:31,Temperatura Suelo,temperatura,14.26374
2025-02-12 16:29:31,Humedad Suelo,humedad,0.0
2025-02-12 16:29:31,Temperatura Interior,temperatura,26.3
2025-02-12 16:29:31,Humedad Interior,humedad,55.0
2025-02-12 16:29:33,Temperatura Interior,temperatura,26.5
2025-02-12 16:29:33,Humedad Interior,humedad,55.0
2025-02-12 16:29:36,Temperatura Exterior,temperatura,25.4
2025-02-12 16:29:36,Humedad Exterior,humedad,52.5
2025-02-12 16:29:36,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:29:36,Humedad de Suelo,humedad,0.0
2025-02-12 16:29:36,Temperatura Agua,temperatura,24.5
2025-02-12 16:29:36,Humedad Agua,humedad,0.0
2025-02-12 16:29:36,Temperatura Suelo,temperatura,16.60073
2025-02-12 16:29:36,Humedad Suelo,humedad,0.0
2025-02-12 16:29:36,Temperatura Interior,temperatura,26.4
2025-02-12 16:29:36,Humedad Interior,humedad,55.0
2025-02-12 16:29:39,Temperatura Interior,temperatura,26.3
2025-02-12 16:29:39,Humedad Interior,humedad,55.0
2025-02-12 16:29:42,Temperatura Interior,temperatura,26.5
2025-02-12 16:29:42,Humedad Interior,humedad,55.0
2025-02-12 16:29:44,Temperatura Interior,temperatura,26.4
2025-02-12 16:29:44,Humedad Interior,humedad,55.0
2025-02-12 16:29:47,Temperatura Interior,temperatura,26.4
2025-02-12 16:29:47,Humedad Interior,humedad,55.0
2025-02-12 16:29:49,Temperatura Exterior,temperatura,25.4
2025-02-12 16:29:49,Humedad Exterior,humedad,52.5
2025-02-12 16:29:50,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:29:50,Humedad de Suelo,humedad,0.0
2025-02-12 16:29:50,Temperatura Agua,temperatura,24.5
2025-02-12 16:29:50,Humedad Agua,humedad,0.0
2025-02-12 16:29:50,Temperatura Suelo,temperatura,16.1978
2025-02-12 16:29:50,Humedad Suelo,humedad,0.0
2025-02-12 16:29:50,Temperatura Interior,temperatura,26.3
2025-02-12 16:29:50,Humedad Interior,humedad,55.0
2025-02-12 16:29:52,Temperatura Interior,temperatura,26.4
2025-02-12 16:29:52,Humedad Interior,humedad,55.0
2025-02-12 16:29:55,Temperatura Exterior,temperatura,25.4
2025-02-12 16:29:55,Humedad Exterior,humedad,52.5
2025-02-12 16:29:55,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:29:55,Humedad de Suelo,humedad,0.0
2025-02-12 16:29:55,Temperatura Agua,temperatura,24.5
2025-02-12 16:29:55,Humedad Agua,humedad,0.0
2025-02-12 16:29:55,Temperatura Suelo,temperatura,16.43956
2025-02-12 16:29:55,Humedad Suelo,humedad,0.0
2025-02-12 16:29:55,Temperatura Interior,temperatura,26.5
2025-02-12 16:29:55,Humedad Interior,humedad,55.0
2025-02-12 16:29:58,Temperatura Interior,temperatura,26.5
2025-02-12 16:29:58,Humedad Interior,humedad,55.0
2025-02-12 16:30:01,Temperatura Exterior,temperatura,25.4
2025-02-12 16:30:01,Humedad Exterior,humedad,52.5
2025-02-12 16:30:01,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:30:01,Humedad de Suelo,humedad,0.0
2025-02-12 16:30:01,Temperatura Agua,temperatura,24.5625
2025-02-12 16:30:01,Humedad Agua,humedad,0.0
2025-02-12 16:30:01,Temperatura Suelo,temperatura,16.76191
2025-02-12 16:30:01,Humedad Suelo,humedad,0.0
2025-02-12 16:30:01,Temperatura Interior,temperatura,26.4
2025-02-12 16:30:01,Humedad Interior,humedad,55.0
2025-02-12 16:30:03,Temperatura Interior,temperatura,26.5
2025-02-12 16:30:03,Humedad Interior,humedad,55.0
2025-02-12 16:30:06,Temperatura Interior,temperatura,26.5
2025-02-12 16:30:06,Humedad Interior,humedad,55.0
2025-02-12 16:30:08,Temperatura Interior,temperatura,26.5
2025-02-12 16:30:08,Humedad Interior,humedad,55.0
2025-02-12 16:30:11,Temperatura Interior,temperatura,26.5
2025-02-12 16:30:11,Humedad Interior,humedad,55.0
2025-02-12 16:30:14,Temperatura Exterior,temperatura,25.4
2025-02-12 16:30:14,Humedad Exterior,humedad,52.4
2025-02-12 16:30:14,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:30:14,Humedad de Suelo,humedad,0.0
2025-02-12 16:30:14,Temperatura Agua,temperatura,24.5625
2025-02-12 16:30:14,Humedad Agua,humedad,0.0
2025-02-12 16:30:14,Temperatura Suelo,temperatura,17.89011
2025-02-12 16:30:14,Humedad Suelo,humedad,0.0
2025-02-12 16:30:14,Temperatura Interior,temperatura,26.5
2025-02-12 16:30:14,Humedad Interior,humedad,55.0
2025-02-12 16:30:16,Temperatura Interior,temperatura,26.5
2025-02-12 16:30:16,Humedad Interior,humedad,55.0
2025-02-12 16:30:19,Temperatura Exterior,temperatura,25.4
2025-02-12 16:30:19,Humedad Exterior,humedad,52.4
2025-02-12 16:30:19,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:30:19,Humedad de Suelo,humedad,0.0
2025-02-12 16:30:19,Temperatura Agua,temperatura,24.5
2025-02-12 16:30:19,Humedad Agua,humedad,0.0
2025-02-12 16:30:19,Temperatura Suelo,temperatura,16.60073
2025-02-12 16:30:19,Humedad Suelo,humedad,0.0
2025-02-12 16:30:19,Temperatura Interior,temperatura,26.5
2025-02-12 16:30:19,Humedad Interior,humedad,55.0
2025-02-12 16:30:23,Temperatura Interior,temperatura,26.5
2025-02-12 16:30:23,Humedad Interior,humedad,55.0
2025-02-12 16:30:25,Temperatura Exterior,temperatura,25.4
2025-02-12 16:30:25,Humedad Exterior,humedad,52.4
2025-02-12 16:30:25,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:30:25,Humedad de Suelo,humedad,0.0
2025-02-12 16:30:25,Temperatura Agua,temperatura,24.5625
2025-02-12 16:30:25,Humedad Agua,humedad,0.0
2025-02-12 16:30:25,Temperatura Suelo,temperatura,16.76191
2025-02-12 16:30:25,Humedad Suelo,humedad,0.0
2025-02-12 16:30:25,Temperatura Interior,temperatura,26.5
2025-02-12 16:30:25,Humedad Interior,humedad,55.0
2025-02-12 16:30:28,Temperatura Interior,temperatura,26.5
2025-02-12 16:30:28,Humedad Interior,humedad,55.0
2025-02-12 16:30:31,Temperatura Exterior,temperatura,25.4
2025-02-12 16:30:31,Humedad Exterior,humedad,52.4
2025-02-12 16:30:31,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:30:31,Humedad de Suelo,humedad,0.0
2025-02-12 16:30:31,Temperatura Agua,temperatura,24.5625
2025-02-12 16:30:31,Humedad Agua,humedad,0.0
2025-02-12 16:30:31,Temperatura Suelo,temperatura,17.56777
2025-02-12 16:30:31,Humedad Suelo,humedad,0.0
2025-02-12 16:30:31,Temperatura Interior,temperatura,26.5
2025-02-12 16:30:31,Humedad Interior,humedad,55.0
2025-02-12 16:30:33,Temperatura Interior,temperatura,26.5
2025-02-12 16:30:33,Humedad Interior,humedad,55.0
2025-02-12 16:30:36,Temperatura Interior,temperatura,26.4
2025-02-12 16:30:36,Humedad Interior,humedad,55.0
2025-02-12 16:30:39,Temperatura Interior,temperatura,26.5
2025-02-12 16:30:39,Humedad Interior,humedad,55.0
2025-02-12 16:30:41,Temperatura Interior,temperatura,26.5
2025-02-12 16:30:41,Humedad Interior,humedad,55.0
2025-02-12 16:30:44,Temperatura Exterior,temperatura,25.4
2025-02-12 16:30:44,Humedad Exterior,humedad,52.3
2025-02-12 16:30:44,Temperatura de Suelo,temperatura,0.0
2025-02-12 16:30:44,Humedad de Suelo,humedad,0.0
2025-02-12 16:30:44,Temperatura Agua,temperatura,24.5
2025-02-12 16:30:44,Humedad Agua,humedad,0.0
2025-02-12 16:30:44,Temperatura Suelo,temperatura,16.27839
2025-02-12 16:30:44,Humedad Suelo,humedad,0.0
2025-02-12 16:30:44,Temperatura Interior,temperatura,26.5
2025-02-12 16:30:44,Humedad Interior,humedad,55.0
