timestamp,sensor_id,nombre,humedad,temperatura
2025-02-12 16:28:47,,Temperatura Interior,55.0,26.4
2025-02-12 16:28:50,,Temperatura Interior,55.0,26.3
2025-02-12 16:28:52,,Temperatura Interior,55.0,26.3
2025-02-12 16:28:55,,Temperatura Exterior,52.5,25.4
2025-02-12 16:28:55,,Humedad de Suelo,0.0,0.0
2025-02-12 16:28:55,,Temperatura Agua,0.0,24.5
2025-02-12 16:28:55,,Temperatura Suelo,0.0,15.87546
2025-02-12 16:28:55,,Temperatura Interior,55.0,26.3
2025-02-12 16:28:57,,Temperatura Interior,55.0,26.5
2025-02-12 16:29:00,,Temperatura Exterior,52.5,25.4
2025-02-12 16:29:00,,Humedad de Suelo,0.0,0.0
2025-02-12 16:29:00,,Temperatura Agua,0.0,24.5
2025-02-12 16:29:00,,Temperatura Suelo,0.0,15.47253
2025-02-12 16:29:00,,Temperatura Interior,55.0,26.3
2025-02-12 16:29:03,,Temperatura Interior,55.0,26.4
2025-02-12 16:29:05,,Temperatura Exterior,52.5,25.4
2025-02-12 16:29:05,,Humedad de Suelo,0.0,0.0
2025-02-12 16:29:06,,Temperatura Agua,0.0,24.5
2025-02-12 16:29:06,,Temperatura Suelo,0.0,15.39194
2025-02-12 16:29:06,,Temperatura Interior,55.0,26.4
2025-02-12 16:29:16,,Temperatura Interior,55.0,26.4
2025-02-12 16:29:24,,Temperatura Exterior,52.5,25.4
2025-02-12 16:29:24,,Humedad de Suelo,0.0,0.0
2025-02-12 16:29:24,,Temperatura Agua,0.0,24.4375
2025-02-12 16:29:24,,Temperatura Suelo,0.0,15.71429
2025-02-12 16:29:24,,Temperatura Interior,55.0,26.4
2025-02-12 16:29:28,,Temperatura Interior,55.0,26.4
2025-02-12 16:29:30,,Temperatura Exterior,52.5,25.4
2025-02-12 16:29:30,,Humedad de Suelo,0.0,0.0
2025-02-12 16:29:30,,Temperatura Agua,0.0,24.5
2025-02-12 16:29:31,,Temperatura Suelo,0.0,14.26374
2025-02-12 16:29:31,,Temperatura Interior,55.0,26.3
2025-02-12 16:29:33,,Temperatura Interior,55.0,26.5
2025-02-12 16:29:36,,Temperatura Exterior,52.5,25.4
2025-02-12 16:29:36,,Humedad de Suelo,0.0,0.0
2025-02-12 16:29:36,,Temperatura Agua,0.0,24.5
2025-02-12 16:29:36,,Temperatura Suelo,0.0,16.60073
2025-02-12 16:29:36,,Temperatura Interior,55.0,26.4
2025-02-12 16:29:39,,Temperatura Interior,55.0,26.3
2025-02-12 16:29:42,,Temperatura Interior,55.0,26.5
2025-02-12 16:29:44,,Temperatura Interior,55.0,26.4
2025-02-12 16:29:47,,Temperatura Interior,55.0,26.4
2025-02-12 16:29:49,,Temperatura Exterior,52.5,25.4
2025-02-12 16:29:50,,Humedad de Suelo,0.0,0.0
2025-02-12 16:29:50,,Temperatura Agua,0.0,24.5
2025-02-12 16:29:50,,Temperatura Suelo,0.0,16.1978
2025-02-12 16:29:50,,Temperatura Interior,55.0,26.3
2025-02-12 16:29:52,,Temperatura Interior,55.0,26.4
2025-02-12 16:29:55,,Temperatura Exterior,52.5,25.4
2025-02-12 16:29:55,,Humedad de Suelo,0.0,0.0
2025-02-12 16:29:55,,Temperatura Agua,0.0,24.5
2025-02-12 16:29:55,,Temperatura Suelo,0.0,16.43956
2025-02-12 16:29:55,,Temperatura Interior,55.0,26.5
2025-02-12 16:29:58,,Temperatura Interior,55.0,26.5
2025-02-12 16:30:01,,Temperatura Exterior,52.5,25.4
2025-02-12 16:30:01,,Humedad de Suelo,0.0,0.0
2025-02-12 16:30:01,,Temperatura Agua,0.0,24.5625
2025-02-12 16:30:01,,Temperatura Suelo,0.0,16.76191
2025-02-12 16:30:01,,Temperatura Interior,55.0,26.4
2025-02-12 16:30:03,,Temperatura Interior,55.0,26.5
2025-02-12 16:30:06,,Temperatura Interior,55.0,26.5
2025-02-12 16:30:08,,Temperatura Interior,55.0,26.5
2025-02-12 16:30:11,,Temperatura Interior,55.0,26.5
2025-02-12 16:30:14,,Temperatura Exterior,52.4,25.4
2025-02-12 16:30:14,,Humedad de Suelo,0.0,0.0
2025-02-12 16:30:14,,Temperatura Agua,0.0,24.5625
2025-02-12 16:30:14,,Temperatura Suelo,0.0,17.89011
2025-02-12 16:30:14,,Temperatura Interior,55.0,26.5
2025-02-12 16:30:16,,Temperatura Interior,55.0,26.5
2025-02-12 16:30:19,,Temperatura Exterior,52.4,25.4
2025-02-12 16:30:19,,Humedad de Suelo,0.0,0.0
2025-02-12 16:30:19,,Temperatura Agua,0.0,24.5
2025-02-12 16:30:19,,Temperatura Suelo,0.0,16.60073
2025-02-12 16:30:19,,Temperatura Interior,55.0,26.5
2025-02-12 16:30:23,,Temperatura Interior,55.0,26.5
2025-02-12 16:30:25,,Temperatura Exterior,52.4,25.4
2025-02-12 16:30:25,,Humedad de Suelo,0.0,0.0
2025-02-12 16:30:25,,Temperatura Agua,0.0,24.5625
2025-02-12 16:30:25,,Temperatura Suelo,0.0,16.76191
2025-02-12 16:30:25,,Temperatura Interior,55.0,26.5
2025-02-12 16:30:28,,Temperatura Interior,55.0,26.5
2025-02-12 16:30:31,,Temperatura Exterior,52.4,25.4
2025-02-12 16:30:31,,Humedad de Suelo,0.0,0.0
2025-02-12 16:30:31,,Temperatura Agua,0.0,24.5625
2025-02-12 16:30:31,,Temperatura Suelo,0.0,17.56777
2025-02-12 16:30:31,,Temperatura Interior,55.0,26.5
2025-02-12 16:30:33,,Temperatura Interior,55.0,26.5
2025-02-12 16:30:36,,Temperatura Interior,55.0,26.4
2025-02-12 16:30:39,,Temperatura Interior,55.0,26.5
2025-02-12 16:30:41,,Temperatura Interior,55.0,26.5
2025-02-12 16:30:44,,Temperatura Exterior,52.3,25.4
2025-02-12 16:30:44,,Humedad de Suelo,0.0,0.0
2025-02-12 16:30:44,,Temperatura Agua,0.0,24.5
2025-02-12 16:30:44,,Temperatura Suelo,0.0,16.27839
2025-02-12 16:30:44,,Temperatura Interior,55.0,26.5
2025-02-12 16:30:50,,Temperatura Interior,55.0,26.5
2025-02-12 16:30:52,,Temperatura Interior,55.0,26.5
2025-02-12 16:30:55,,Temperatura Exterior,52.4,25.4
2025-02-12 16:30:55,,Humedad de Suelo,0.0,0.0
2025-02-12 16:30:55,,Temperatura Agua,0.0,24.5625
2025-02-12 16:30:55,,Temperatura Suelo,0.0,17.64835
2025-02-12 16:30:55,,Temperatura Interior,55.0,26.5
2025-02-12 16:30:58,,Temperatura Interior,55.0,26.5
2025-02-12 16:31:00,,Temperatura Interior,55.0,26.5
2025-02-12 16:31:03,,Temperatura Interior,55.0,26.6
2025-02-12 16:31:06,,Temperatura Interior,55.0,26.5
2025-02-12 16:31:16,,Temperatura Interior,56.0,26.6
2025-02-12 16:31:17,,Temperatura Exterior,52.4,25.4
2025-02-12 16:31:17,,Humedad de Suelo,0.0,0.0
2025-02-12 16:31:17,,Temperatura Agua,0.0,24.5625
2025-02-12 16:31:17,,Temperatura Suelo,0.0,16.03663
2025-02-12 16:31:17,,Temperatura Interior,55.0,26.5
2025-02-12 16:31:18,,Temperatura Interior,56.0,26.6
2025-02-12 16:31:21,,Temperatura Interior,55.0,26.5
2025-02-12 16:31:24,,Temperatura Interior,55.0,26.6
2025-02-12 16:31:26,,Temperatura Exterior,52.9,25.4
2025-02-12 16:31:26,,Humedad de Suelo,0.0,0.0
2025-02-12 16:31:26,,Temperatura Agua,0.0,24.5625
2025-02-12 16:31:26,,Temperatura Suelo,0.0,15.95604
2025-02-12 16:31:26,,Temperatura Interior,55.0,26.6
2025-02-12 16:31:32,,Temperatura Interior,55.0,26.6
2025-02-12 16:31:35,,Temperatura Interior,55.0,26.7
2025-02-12 16:31:37,,Temperatura Exterior,52.8,25.4
2025-02-12 16:31:37,,Humedad de Suelo,0.0,0.0
2025-02-12 16:31:37,,Temperatura Agua,0.0,24.5625
2025-02-12 16:31:37,,Temperatura Suelo,0.0,16.76191
2025-02-12 16:31:37,,Temperatura Interior,55.0,26.6
2025-02-12 16:31:40,,Temperatura Interior,55.0,26.6
2025-02-12 16:31:42,,Temperatura Interior,55.0,26.5
2025-02-12 16:31:45,,Temperatura Exterior,52.6,25.4
2025-02-12 16:31:45,,Humedad de Suelo,0.0,0.0
2025-02-12 16:31:45,,Temperatura Agua,0.0,24.5625
2025-02-12 16:31:45,,Temperatura Suelo,0.0,16.92308
2025-02-12 16:31:45,,Temperatura Interior,55.0,26.6
2025-02-12 16:31:48,,Temperatura Interior,55.0,26.6
2025-02-12 16:31:52,,Temperatura Interior,56.0,26.7
2025-02-12 16:31:54,,Temperatura Interior,55.0,26.6
2025-02-12 16:31:57,,Temperatura Exterior,52.5,25.4
2025-02-12 16:31:57,,Humedad de Suelo,0.0,0.0
2025-02-12 16:31:57,,Temperatura Agua,0.0,24.5625
2025-02-12 16:31:57,,Temperatura Suelo,0.0,16.68132
2025-02-12 16:31:57,,Temperatura Interior,56.0,26.6
2025-02-12 16:32:00,,Temperatura Interior,56.0,26.6
2025-02-12 16:32:02,,Temperatura Exterior,52.5,25.4
2025-02-12 16:32:02,,Humedad de Suelo,0.0,0.0
2025-02-12 16:32:02,,Temperatura Agua,0.0,24.5625
2025-02-12 16:32:02,,Temperatura Suelo,0.0,16.60073
2025-02-12 16:32:02,,Temperatura Interior,56.0,26.6
2025-02-12 16:32:05,,Temperatura Interior,56.0,26.6
2025-02-12 16:32:08,,Temperatura Exterior,52.5,25.4
2025-02-12 16:32:08,,Humedad de Suelo,0.0,0.0
2025-02-12 16:32:08,,Temperatura Agua,0.0,24.5625
2025-02-12 16:32:08,,Temperatura Suelo,0.0,16.68132
2025-02-12 16:32:08,,Temperatura Interior,56.0,26.7
2025-02-12 16:32:10,,Temperatura Interior,56.0,26.6
2025-02-12 16:32:13,,Temperatura Interior,56.0,26.7
2025-02-12 16:32:16,,Humedad de Suelo,0.0,0.0
2025-02-12 16:32:16,,Temperatura Agua,0.0,24.625
2025-02-12 16:32:16,,Temperatura Suelo,0.0,17.56777
2025-02-12 16:32:16,,Temperatura Interior,56.0,26.6
2025-02-12 16:32:18,,Temperatura Interior,56.0,26.6
2025-02-12 16:32:21,,Temperatura Exterior,52.6,25.5
2025-02-12 16:32:21,,Humedad de Suelo,0.0,0.0
2025-02-12 16:32:21,,Temperatura Agua,0.0,24.625
2025-02-12 16:32:21,,Temperatura Suelo,0.0,16.68132
2025-02-12 16:32:21,,Temperatura Interior,56.0,26.7
2025-02-12 16:32:24,,Temperatura Interior,56.0,26.6
2025-02-12 16:32:26,,Temperatura Exterior,52.6,25.5
2025-02-12 16:32:26,,Humedad de Suelo,0.0,0.0
2025-02-12 16:32:26,,Temperatura Agua,0.0,24.625
2025-02-12 16:32:26,,Temperatura Suelo,0.0,17.00366
2025-02-12 16:32:26,,Temperatura Interior,56.0,26.6
2025-02-12 16:32:29,,Temperatura Interior,56.0,26.8
2025-02-12 16:32:31,,Temperatura Interior,56.0,26.7
2025-02-12 16:32:34,,Temperatura Interior,56.0,26.7
2025-02-12 16:32:37,,Temperatura Interior,56.0,26.8
2025-02-12 16:32:39,,Temperatura Exterior,52.7,25.5
2025-02-12 16:32:39,,Humedad de Suelo,0.0,0.0
2025-02-12 16:32:39,,Temperatura Agua,0.0,24.625
2025-02-12 16:32:39,,Temperatura Suelo,0.0,16.84249
2025-02-12 16:32:39,,Temperatura Interior,56.0,26.7
2025-02-12 16:32:42,,Temperatura Interior,56.0,26.8
2025-02-12 16:32:46,,Temperatura Exterior,52.6,25.5
2025-02-12 16:32:46,,Humedad de Suelo,0.0,0.0
2025-02-12 16:32:46,,Temperatura Agua,0.0,24.6875
2025-02-12 16:32:46,,Temperatura Suelo,0.0,17.24542
2025-02-12 16:32:46,,Temperatura Interior,56.0,26.7
2025-02-12 16:32:49,,Temperatura Interior,56.0,26.6
2025-02-12 16:32:52,,Temperatura Exterior,52.6,25.5
2025-02-12 16:32:52,,Humedad de Suelo,0.0,0.0
2025-02-12 16:32:52,,Temperatura Agua,0.0,24.6875
2025-02-12 16:32:52,,Temperatura Suelo,0.0,16.68132
2025-02-12 16:32:52,,Temperatura Interior,56.0,26.7
2025-02-12 16:32:55,,Temperatura Interior,56.0,26.8
2025-02-12 16:32:57,,Temperatura Exterior,52.6,25.5
2025-02-12 16:32:57,,Humedad de Suelo,0.0,0.0
2025-02-12 16:32:57,,Temperatura Agua,0.0,24.625
2025-02-12 16:32:57,,Temperatura Suelo,0.0,16.92308
2025-02-12 16:32:57,,Temperatura Interior,56.0,26.8
2025-02-12 16:33:00,,Temperatura Interior,56.0,26.7
2025-02-12 16:33:03,,Temperatura Exterior,52.6,25.5
2025-02-12 16:33:03,,Humedad de Suelo,0.0,0.0
2025-02-12 16:33:03,,Temperatura Agua,0.0,24.6875
2025-02-12 16:33:03,,Temperatura Suelo,0.0,15.95604
2025-02-12 16:33:03,,Temperatura Interior,56.0,26.8
2025-02-12 16:33:05,,Temperatura Interior,56.0,26.8
2025-02-12 16:33:08,,Temperatura Interior,56.0,26.7
2025-02-12 16:33:11,,Temperatura Interior,56.0,26.8
2025-02-12 16:33:14,,Temperatura Interior,56.0,26.8
2025-02-12 16:33:17,,Temperatura Interior,56.0,26.8
2025-02-12 16:33:19,,Temperatura Interior,56.0,26.8
2025-02-12 16:33:22,,Temperatura Exterior,52.7,25.6
2025-02-12 16:33:22,,Humedad de Suelo,0.0,0.0
2025-02-12 16:33:22,,Temperatura Agua,0.0,24.6875
2025-02-12 16:33:22,,Temperatura Suelo,0.0,12.65201
2025-02-12 16:33:22,,Temperatura Interior,56.0,26.9
2025-02-12 16:33:25,,Temperatura Interior,56.0,26.8
2025-02-12 16:33:27,,Temperatura Exterior,52.7,25.6
2025-02-12 16:33:27,,Humedad de Suelo,0.0,0.0
2025-02-12 16:33:28,,Temperatura Agua,0.0,24.75
2025-02-12 16:33:28,,Temperatura Suelo,0.0,12.97436
2025-02-12 16:33:28,,Temperatura Interior,56.0,26.8
2025-02-12 16:33:31,,Temperatura Interior,56.0,26.8
2025-02-12 16:33:33,,Temperatura Exterior,52.7,25.6
2025-02-12 16:33:33,,Humedad de Suelo,0.0,0.0
2025-02-12 16:33:33,,Temperatura Agua,0.0,24.8125
2025-02-12 16:33:33,,Temperatura Suelo,0.0,12.00733
2025-02-12 16:33:33,,Temperatura Interior,56.0,26.7
2025-02-12 16:33:36,,Temperatura Interior,56.0,26.9
2025-02-12 16:33:39,,Temperatura Exterior,52.7,25.6
2025-02-12 16:33:39,,Humedad de Suelo,0.0,0.0
2025-02-12 16:33:39,,Temperatura Agua,0.0,24.8125
2025-02-12 16:33:39,,Temperatura Suelo,0.0,12.7326
2025-02-12 16:33:39,,Temperatura Interior,56.0,26.8
2025-02-12 16:33:42,,Temperatura Interior,56.0,26.8
2025-02-12 16:33:45,,Temperatura Interior,57.0,26.8
2025-02-12 16:33:48,,Temperatura Interior,56.0,26.8
2025-02-12 16:33:50,,Temperatura Interior,57.0,26.8
2025-02-12 16:33:53,,Temperatura Interior,57.0,26.9
2025-02-12 16:33:56,,Temperatura Interior,57.0,26.9
2025-02-12 16:33:59,,Temperatura Exterior,52.7,25.6
2025-02-12 16:33:59,,Humedad de Suelo,0.0,0.0
2025-02-12 16:33:59,,Temperatura Agua,0.0,24.875
2025-02-12 16:33:59,,Temperatura Suelo,0.0,13.21612
2025-02-12 16:33:59,,Temperatura Interior,57.0,26.9
2025-02-12 16:34:01,,Temperatura Interior,57.0,26.9
2025-02-12 16:34:04,,Temperatura Exterior,52.7,25.6
2025-02-12 16:34:04,,Humedad de Suelo,0.0,0.0
2025-02-12 16:34:04,,Temperatura Agua,0.0,24.9375
2025-02-12 16:34:04,,Temperatura Suelo,0.0,13.13553
2025-02-12 16:34:04,,Temperatura Interior,57.0,26.9
2025-02-12 16:34:07,,Temperatura Interior,57.0,27.0
2025-02-12 16:34:09,,Temperatura Exterior,52.7,25.7
2025-02-12 16:34:09,,Humedad de Suelo,0.0,0.0
2025-02-12 16:34:09,,Temperatura Agua,0.0,24.9375
2025-02-12 16:34:09,,Temperatura Suelo,0.0,12.65201
2025-02-12 16:34:09,,Temperatura Interior,56.0,27.0
2025-02-12 16:34:12,,Temperatura Interior,56.0,27.0
2025-02-12 16:34:15,,Temperatura Interior,56.0,27.0
2025-02-12 16:34:17,,Temperatura Interior,56.0,27.0
2025-02-12 16:34:20,,Temperatura Interior,56.0,27.0
2025-02-12 16:34:22,,Temperatura Exterior,52.7,25.7
2025-02-12 16:34:22,,Humedad de Suelo,0.0,0.0
2025-02-12 16:34:22,,Temperatura Agua,0.0,25.0
2025-02-12 16:34:22,,Temperatura Suelo,0.0,13.21612
2025-02-12 16:34:22,,Temperatura Interior,56.0,27.1
2025-02-12 16:34:25,,Temperatura Interior,56.0,27.1
2025-02-12 16:34:28,,Temperatura Exterior,52.7,25.7
2025-02-12 16:34:28,,Humedad de Suelo,0.0,0.0
2025-02-12 16:34:28,,Temperatura Agua,0.0,25.0625
2025-02-12 16:34:28,,Temperatura Suelo,0.0,13.2967
2025-02-12 16:34:28,,Temperatura Interior,56.0,27.1
2025-02-12 16:34:30,,Temperatura Interior,56.0,27.1
2025-02-12 16:34:33,,Temperatura Interior,56.0,27.1
2025-02-12 16:34:36,,Temperatura Interior,56.0,27.1
2025-02-12 16:34:39,,Temperatura Interior,56.0,27.1
2025-02-12 16:34:41,,Temperatura Exterior,52.7,25.7
2025-02-12 16:34:42,,Humedad de Suelo,0.0,0.0
2025-02-12 16:34:42,,Temperatura Agua,0.0,25.125
2025-02-12 16:34:42,,Temperatura Suelo,0.0,13.2967
2025-02-12 16:34:42,,Temperatura Interior,56.0,27.1
2025-02-12 16:34:44,,Temperatura Interior,56.0,27.1
2025-02-12 16:34:47,,Temperatura Exterior,52.7,25.8
2025-02-12 16:34:47,,Humedad de Suelo,0.0,0.0
2025-02-12 16:34:47,,Temperatura Agua,0.0,25.125
2025-02-12 16:34:47,,Temperatura Suelo,0.0,13.37729
2025-02-12 16:34:47,,Temperatura Interior,56.0,27.2
2025-02-12 16:34:50,,Temperatura Interior,56.0,27.2
2025-02-12 16:34:53,,Temperatura Exterior,52.7,25.8
2025-02-12 16:34:53,,Humedad de Suelo,0.0,0.0
2025-02-12 16:34:53,,Temperatura Agua,0.0,25.1875
2025-02-12 16:34:53,,Temperatura Suelo,0.0,12.97436
2025-02-12 16:34:53,,Temperatura Interior,56.0,27.3
2025-02-12 16:34:56,,Temperatura Interior,56.0,27.2
2025-02-12 16:35:01,,Temperatura Exterior,52.7,25.8
2025-02-12 16:35:01,,Humedad de Suelo,0.0,0.0
2025-02-12 16:35:01,,Temperatura Agua,0.0,25.25
2025-02-12 16:35:01,,Temperatura Suelo,0.0,13.21612
2025-02-12 16:35:01,,Temperatura Interior,56.0,27.2
2025-02-12 16:35:04,,Temperatura Exterior,52.7,25.8
2025-02-12 16:35:04,,Humedad de Suelo,0.0,0.0
2025-02-12 16:35:04,,Temperatura Agua,0.0,25.25
2025-02-12 16:35:04,,Temperatura Suelo,0.0,12.97436
2025-02-12 16:35:04,,Temperatura Interior,56.0,27.2
2025-02-12 16:35:07,,Temperatura Interior,56.0,27.2
2025-02-12 16:35:11,,Temperatura Exterior,52.7,25.8
2025-02-12 16:35:11,,Temperatura Interior,56.0,27.2
2025-02-12 16:35:13,,Temperatura Interior,56.0,27.2
